name,company,year,turnover_type,sentiment,turnover_before
Patrick Sullivan,INSULET CORP,2018,Voluntary,0.99422,1
Dan Manea,INSULET CORP,2020,Voluntary,0.61548,0
Dan Manea,INSULET CORP,2020,Voluntary,0.91856,1
Charles Alpuche,INSULET CORP,2022,Voluntary,0.74662,0
Charles Alpuche,INSULET CORP,2022,Voluntary,0.80558,1
Robert Hau,TE CONNECTIVITY PLC,2016,Voluntary,0.74256,0
Robert Hau,TE CONNECTIVITY PLC,2016,Voluntary,0.7982,1
Mario Calastri,TE CONNECTIVITY PLC,2016,Voluntary,0.6443,0
Mario Calastri,TE CONNECTIVITY PLC,2016,Voluntary,0.79634,1
Kevin Rock,TE CONNECTIVITY PLC,2019,Voluntary,0.95942,0
Kevin Rock,TE CONNECTIVITY PLC,2019,Voluntary,0.9516,1
"John Jenkins, Jr.",TE CONNECTIVITY PLC,2021,Voluntary,0.68104,0
"John Jenkins, Jr.",TE CONNECTIVITY PLC,2021,Voluntary,0.76138,1
Shadrak Kroeger,TE CONNECTIVITY PLC,2022,Voluntary,0.96682,0
Shadrak Kroeger,TE CONNECTIVITY PLC,2022,Voluntary,0.7612,1
R. Graf,DISCOVER FINANCIAL SVCS,2019,Voluntary,0.58044,0
R. Graf,DISCOVER FINANCIAL SVCS,2019,Voluntary,0.40028,1
Wanjiku Walcott,DISCOVER FINANCIAL SVCS,2019,Voluntary,0.96642,0
Wanjiku Walcott,DISCOVER FINANCIAL SVCS,2019,Voluntary,0.4916,1
"Glenn Murphy, B.A.",LULULEMON ATHLETICA INC,2018,Voluntary,0.8834,0
"Glenn Murphy, B.A.",LULULEMON ATHLETICA INC,2018,Voluntary,0.9847,1
Jigar Thakkar,MSCI INC,2018,Voluntary,0.516,0
Jigar Thakkar,MSCI INC,2018,Voluntary,0.58456,1
Matteo Lorenzo Pellegrini,PHILIP MORRIS INTERNATIONAL,2015,Voluntary,0.8719,0
Matteo Lorenzo Pellegrini,PHILIP MORRIS INTERNATIONAL,2015,Voluntary,0.87586,1
Marc Firestone,PHILIP MORRIS INTERNATIONAL,2020,Voluntary,0.95094,0
Marc Firestone,PHILIP MORRIS INTERNATIONAL,2020,Voluntary,0.9846,1
"Jorge Insuasty, M.D.",PHILIP MORRIS INTERNATIONAL,2021,Voluntary,0.99598,0
"Jorge Insuasty, M.D.",PHILIP MORRIS INTERNATIONAL,2021,Voluntary,0.91208,1
Eva Harris,VERISK ANALYTICS INC,2017,Voluntary,0.61482,0
Eva Harris,VERISK ANALYTICS INC,2017,Voluntary,0.9934,1
Bryan Ingram,BROADCOM INC,2019,Voluntary,0.9207,0
Bryan Ingram,BROADCOM INC,2019,Voluntary,0.94474,1
"Clement Feng, CPA",GENERAC HOLDINGS INC,2015,Voluntary,0.97062,0
"Clement Feng, CPA",GENERAC HOLDINGS INC,2015,Voluntary,0.5313,1
Patrick Forsythe,GENERAC HOLDINGS INC,2022,Voluntary,0.99642,0
Patrick Forsythe,GENERAC HOLDINGS INC,2022,Voluntary,0.6334,1
Alan Dean,CBOE GLOBAL MARKETS INC,2017,Voluntary,0.99834,0
Alan Dean,CBOE GLOBAL MARKETS INC,2017,Voluntary,0.87374,1
Joanne Moffic-Silver,CBOE GLOBAL MARKETS INC,2018,Voluntary,0.96198,0
Joanne Moffic-Silver,CBOE GLOBAL MARKETS INC,2018,Voluntary,0.56436,1
Andrew Blazye,CORPAY INC,2017,Voluntary,0.72192,0
Andrew Blazye,CORPAY INC,2017,Voluntary,0.46772,1
John Coughlin,CORPAY INC,2022,Voluntary,0.77538,0
John Coughlin,CORPAY INC,2022,Voluntary,0.58932,1
Peter Kelly,NXP SEMICONDUCTORS NV,2021,Voluntary,0.54696,0
Peter Kelly,NXP SEMICONDUCTORS NV,2021,Voluntary,0.97044,1
John Field,TESLA INC,2017,Voluntary,0.42956,0
John Field,TESLA INC,2017,Voluntary,0.24806,1
Kris Sennesael,ENPHASE ENERGY INC,2016,Voluntary,0.9579,0
Kris Sennesael,ENPHASE ENERGY INC,2016,Voluntary,0.39702,1
Ginger Mosier,EPAM SYSTEMS INC,2015,Voluntary,0.59344,0
Ginger Mosier,EPAM SYSTEMS INC,2015,Voluntary,0.98134,1
Shashank Patel,XYLEM INC,2016,Voluntary,0.39018,0
Shashank Patel,XYLEM INC,2016,Voluntary,0.99298,1
Colin Sabol,XYLEM INC,2021,Voluntary,0.99506,0
Colin Sabol,XYLEM INC,2021,Voluntary,0.57696,1
James Groch,CBRE GROUP INC,2019,Voluntary,0.96768,0
James Groch,CBRE GROUP INC,2019,Voluntary,0.95646,1
John Durburg,CBRE GROUP INC,2020,Voluntary,0.9874,0
John Durburg,CBRE GROUP INC,2020,Voluntary,0.96446,1
Craig Glidden,LYONDELLBASELL INDUSTRIES NV,2015,Voluntary,0.6083,0
Craig Glidden,LYONDELLBASELL INDUSTRIES NV,2015,Voluntary,0.9662,1
Stephen Doktycz,LYONDELLBASELL INDUSTRIES NV,2017,Voluntary,0.98332,0
Stephen Doktycz,LYONDELLBASELL INDUSTRIES NV,2017,Voluntary,0.98982,1
Daniel Coombs,LYONDELLBASELL INDUSTRIES NV,2020,Voluntary,0.79414,0
Daniel Coombs,LYONDELLBASELL INDUSTRIES NV,2020,Voluntary,0.9875,1
Luis Orbegoso,ALLEGION PLC,2021,Voluntary,0.79892,0
Luis Orbegoso,ALLEGION PLC,2021,Voluntary,0.7987,1
"Patrick Shannon, CPA",ALLEGION PLC,2022,Voluntary,0.59926,0
"Patrick Shannon, CPA",ALLEGION PLC,2022,Voluntary,0.94814,1
