exec_name,company,end_year,ticker,avg_close_before,avg_close_after,price_change,percent_change,volatility_before,volatility_after,volatility_change,avg_close_before_3mo,avg_close_after_3mo,price_change_3mo,percent_change_3mo,volatility_before_3mo,volatility_after_3mo,volatility_change_3mo,avg_close_before_1mo,avg_close_after_1mo,price_change_1mo,percent_change_1mo,volatility_before_1mo,volatility_after_1mo,volatility_change_1mo,tic,execid,start_year,end_month,tenure_len
Jeffrey Greenberg,MARSH & MCLENNAN COS,2004,MMC,45.64,30.06,-15.58,-34.14,1.74,3.6,1.86,44.6,31.32,-13.28,-29.78,1.06,6.2,5.14,45.79,34.72,-11.07,-24.18,0.37,9.62,9.25,MMC,12687,2000,10,5
Charles Davis,MARSH & MCLENNAN COS,2004,MMC,44.65,29.52,-15.13,-33.89,4.22,1.6,-2.62,41.7,30.26,-11.44,-27.43,7.07,1.95,-5.12,35.6,27.86,-7.74,-21.74,9.8,0.57,-9.23,MMC,21128,2000,11,5
Ray Groves,MARSH & MCLENNAN COS,2003,MMC,48.82,47.04,-1.78,-3.65,4.22,3.63,-0.59,46.08,42.98,-3.1,-6.73,2.98,2.95,-0.03,47.02,46.03,-0.99,-2.11,0.54,2.64,2.1,MMC,24532,2001,1,3
Charles Haldeman,MARSH & MCLENNAN COS,2007,MMC,29.02,28.54,-0.48,-1.65,2.04,2.61,0.57,30.23,29.79,-0.44,-1.46,1.54,0.79,-0.75,30.94,30.6,-0.34,-1.1,0.55,0.7,0.15,MMC,21281,2002,1,6
David Morrison,MARSH & MCLENNAN COS,2005,MMC,42.0,29.77,-12.23,-29.12,7.07,1.62,-5.45,31.55,31.38,-0.17,-0.54,6.43,0.93,-5.5,31.26,31.56,0.3,0.96,1.4,0.81,-0.59,MMC,29419,2003,1,3
Michael Cherkasky,MARSH & MCLENNAN COS,2008,MMC,28.24,26.83,-1.41,-4.99,2.56,3.05,0.49,25.84,26.07,0.23,0.89,0.99,1.15,0.16,26.95,26.16,-0.79,-2.93,0.51,0.58,0.07,MMC,16317,2004,2,5
Brian Storms,MARSH & MCLENNAN COS,2007,MMC,29.88,26.7,-3.18,-10.64,1.81,1.76,-0.05,29.4,25.51,-3.89,-13.23,2.3,0.71,-1.59,26.63,25.65,-0.98,-3.68,0.6,0.77,0.17,MMC,29417,2004,9,4
Simon Freakley,MARSH & MCLENNAN COS,2008,MMC,28.54,27.23,-1.31,-4.59,2.61,2.63,0.02,25.48,26.09,0.61,2.39,0.67,0.98,0.31,25.55,26.99,1.44,5.64,0.67,0.54,-0.13,MMC,29418,2004,1,5
Martha Burns,MARSH & MCLENNAN COS,2010,MMC,21.46,23.82,2.36,11.0,2.02,1.48,-0.54,23.32,22.95,-0.37,-1.59,1.24,1.09,-0.15,21.95,21.88,-0.07,-0.32,0.23,0.21,-0.02,MMC,20807,2006,1,5
David Spiller,MARSH & MCLENNAN COS,2008,MMC,28.54,27.23,-1.31,-4.59,2.61,2.63,0.02,25.48,26.09,0.61,2.39,0.67,0.98,0.31,25.55,26.99,1.44,5.64,0.67,0.54,-0.13,MMC,30979,2006,1,3
John Drzik,MARSH & MCLENNAN COS,2007,MMC,29.02,28.54,-0.48,-1.65,2.04,2.61,0.57,30.23,29.79,-0.44,-1.46,1.54,0.79,-0.75,30.94,30.6,-0.34,-1.1,0.55,0.7,0.15,MMC,32689,2007,1,1
Brian Duperreault,MARSH & MCLENNAN COS,2012,MMC,31.4,37.37,5.97,19.01,1.87,2.79,0.92,32.67,34.45,1.78,5.45,1.05,0.53,-0.52,33.86,34.27,0.41,1.21,0.35,0.35,0.0,MMC,22916,2008,9,5
Daniel Glaser,MARSH & MCLENNAN COS,2022,MMC,161.17,171.72,10.55,6.55,7.44,11.68,4.24,159.15,159.76,0.61,0.38,7.79,6.64,-1.15,167.77,156.92,-10.85,-6.47,3.92,6.27,2.35,MMC,35309,2008,9,15
David Nadler,MARSH & MCLENNAN COS,2010,MMC,21.46,23.82,2.36,11.0,2.02,1.48,-0.54,23.32,22.95,-0.37,-1.59,1.24,1.09,-0.15,21.95,21.88,-0.07,-0.32,0.23,0.21,-0.02,MMC,41218,2010,1,1
Peter Zaffino,MARSH & MCLENNAN COS,2016,MMC,56.27,63.63,7.36,13.08,1.78,4.93,3.15,55.11,56.09,0.98,1.78,1.14,2.99,1.85,55.73,52.68,-3.05,-5.47,0.73,1.02,0.29,MMC,42560,2011,1,6
Alexander Moczarski,MARSH & MCLENNAN COS,2013,MMC,33.1,41.01,7.91,23.9,1.27,3.95,2.68,34.6,36.22,1.62,4.68,0.51,0.95,0.44,34.76,35.16,0.4,1.15,0.31,0.27,-0.04,MMC,42561,2011,1,3
Julio Portalatin,MARSH & MCLENNAN COS,2018,MMC,77.36,83.14,5.78,7.47,4.86,2.3,-2.56,83.12,82.84,-0.28,-0.34,1.18,1.43,0.25,83.04,82.58,-0.46,-0.55,1.57,1.39,-0.18,MMC,44210,2012,1,7
Timothy Wadhams,MASCO CORP,2014,MAS,17.76,19.75,1.99,11.2,1.15,1.1,-0.05,18.59,19.71,1.12,6.02,0.74,0.65,-0.09,19.19,19.7,0.51,2.66,0.47,0.65,0.18,MAS,17656,2001,1,14
Robert Lawless,MCCORMICK & CO INC,2008,MKC,18.6,18.06,-0.54,-2.9,0.65,1.63,0.98,18.32,17.75,-0.57,-3.11,0.76,0.58,-0.18,19.1,17.9,-1.2,-6.28,0.29,0.7,0.41,MKC,6020,2000,1,9
James Cantalupo,MCDONALD'S CORP,2004,MCD,20.17,27.84,7.67,38.03,4.36,1.83,-2.53,25.02,27.07,2.05,8.19,0.8,1.49,0.69,25.3,25.23,-0.07,-0.28,0.78,0.27,-0.51,MCD,2911,2000,1,5
Jack Greenberg,MCDONALD'S CORP,2002,MCD,28.41,24.21,-4.2,-14.78,1.89,4.69,2.8,27.39,27.09,-0.3,-1.1,1.15,0.76,-0.39,26.46,26.63,0.17,0.64,0.58,0.46,-0.12,MCD,2912,2000,1,3
James Skinner,MCDONALD'S CORP,2012,MCD,87.9,91.51,3.61,4.11,8.25,3.78,-4.47,99.23,95.48,-3.75,-3.78,1.47,3.19,1.72,99.79,97.63,-2.16,-2.16,0.72,1.28,0.56,MCD,14881,2000,3,13
Charles Bell,MCDONALD'S CORP,2004,MCD,26.9,31.4,4.5,16.73,1.24,1.48,0.24,27.56,31.3,3.74,13.57,0.88,0.96,0.08,28.51,30.13,1.62,5.68,0.56,0.53,-0.03,MCD,24724,2001,11,4
Donald Thompson,MCDONALD'S CORP,2015,MCD,96.1,104.13,8.03,8.36,3.66,9.24,5.58,93.27,97.33,4.06,4.35,2.32,1.33,-0.99,94.96,97.54,2.58,2.72,1.95,1.42,-0.53,MCD,41220,2008,3,8
Stephen Easterbrook,MCDONALD'S CORP,2019,MCD,196.27,197.74,1.47,0.75,14.08,17.77,3.69,211.48,199.62,-11.86,-5.61,7.18,7.39,0.21,204.78,193.4,-11.38,-5.56,7.0,1.55,-5.45,MCD,47327,2014,11,6
Harold McGraw,S&P GLOBAL INC,2013,SPGI,53.9,76.01,22.11,41.02,4.01,5.73,1.72,57.79,68.13,10.34,17.89,3.23,4.16,0.93,61.04,63.51,2.47,4.05,1.8,2.46,0.66,SPGI,1280,2000,9,14
Glenn Goldberg,S&P GLOBAL INC,2002,SPGI,30.22,31.25,1.03,3.41,2.29,1.65,-0.64,27.86,32.38,4.52,16.22,1.59,1.19,-0.4,29.29,31.19,1.9,6.49,0.68,0.86,0.18,SPGI,24497,2000,1,3
D. Smyth,S&P GLOBAL INC,2013,SPGI,48.95,59.2,10.25,20.94,3.88,8.84,4.96,53.92,50.24,-3.68,-6.82,1.87,4.46,2.59,54.55,55.52,0.97,1.78,1.11,1.38,0.27,SPGI,31218,2009,1,5
Alexander Matturri,S&P GLOBAL INC,2019,SPGI,206.91,289.03,82.12,39.69,25.35,39.15,13.8,240.64,254.43,13.79,5.73,13.62,7.34,-6.28,256.17,254.11,-2.06,-0.8,5.37,6.07,0.7,SPGI,48629,2015,9,5
John Hammergren,MCKESSON CORP,2018,MCK,143.41,129.66,-13.75,-9.59,12.35,10.66,-1.69,129.18,121.94,-7.24,-5.6,4.11,6.75,2.64,129.59,126.74,-2.85,-2.2,5.36,3.61,-1.75,MCK,13522,2000,11,19
William Hawkins,MEDTRONIC PLC,2011,MDT,38.9,37.02,-1.88,-4.83,4.49,2.94,-1.55,35.05,38.48,3.43,9.79,1.27,1.16,-0.11,35.98,37.44,1.46,4.06,1.29,0.72,-0.57,MDT,25312,2001,1,11
S. Ishrak,MEDTRONIC PLC,2020,MDT,102.96,105.81,2.85,2.77,10.65,9.2,-1.45,106.39,96.02,-10.37,-9.75,14.79,3.7,-11.09,88.79,97.12,8.33,9.38,9.41,4.4,-5.01,MDT,43432,2011,4,10
Thomas Ryan,CVS HEALTH CORP,2011,CVS,32.53,35.94,3.41,10.48,2.58,2.04,-0.54,32.01,33.9,1.89,5.9,1.56,0.98,-0.58,33.89,35.07,1.18,3.48,0.99,0.34,-0.65,CVS,13499,2000,1,12
Christopher Bodine,CVS HEALTH CORP,2008,CVS,38.24,33.67,-4.57,-11.95,1.94,6.1,4.16,38.89,41.36,2.47,6.35,1.65,1.17,-0.48,39.85,40.47,0.62,1.56,1.01,0.46,-0.55,CVS,24410,2002,4,7
Raymond Gilmartin,MERCK & CO,2005,MRK,40.1,29.25,-10.85,-27.06,7.16,1.97,-5.19,28.24,29.46,1.22,4.32,2.09,1.32,-0.77,28.99,29.18,0.19,0.66,1.68,1.1,-0.58,MRK,116,2000,1,6
Fred Hassan,MERCK & CO,2009,MRK,35.4,28.22,-7.18,-20.28,7.57,3.75,-3.82,26.67,26.17,-0.5,-1.87,1.79,2.27,0.48,26.29,27.37,1.08,4.11,1.42,0.92,-0.5,MRK,2172,2007,1,3
Steven Appleton,MICRON TECHNOLOGY INC,2012,MU,8.15,6.65,-1.5,-18.4,2.26,0.94,-1.32,5.66,8.02,2.36,41.7,0.44,0.53,0.09,5.88,7.44,1.56,26.53,0.31,0.33,0.02,MU,5088,2000,1,13
Joel Kocher,MICRON TECHNOLOGY INC,2001,MU,56.43,35.93,-20.5,-36.33,20.75,7.73,-13.02,34.89,41.31,6.42,18.4,3.45,3.58,0.13,34.13,41.67,7.54,22.09,2.39,3.54,1.15,MU,5419,2000,1,2
Hugh McDonald,ENTERGY CORP,2016,ETR,36.47,37.6,1.13,3.1,3.51,2.01,-1.5,33.6,36.36,2.76,8.21,0.75,1.92,1.17,33.5,34.3,0.8,2.39,0.73,0.64,-0.09,ETR,36970,2012,1,5
Haley Fisackerly,ENTERGY CORP,2017,ETR,37.6,38.99,1.39,3.7,2.01,2.15,0.14,35.84,36.65,0.81,2.26,1.14,1.05,-0.09,35.89,35.76,-0.13,-0.36,0.8,0.47,-0.33,ETR,36976,2012,1,6
Charles Rice,ENTERGY CORP,2017,ETR,37.6,38.99,1.39,3.7,2.01,2.15,0.14,35.84,36.65,0.81,2.26,1.14,1.05,-0.09,35.89,35.76,-0.13,-0.36,0.8,0.47,-0.33,ETR,46912,2012,1,6
Sallie Rainer,ENTERGY CORP,2021,ETR,52.45,51.54,-0.91,-1.73,5.97,3.06,-2.91,52.63,47.28,-5.35,-10.17,2.2,1.69,-0.51,50.75,47.5,-3.25,-6.4,2.21,0.7,-1.51,ETR,46913,2012,1,10
Jeffrey Forbes,ENTERGY CORP,2013,ETR,33.79,32.81,-0.98,-2.9,1.38,1.52,0.14,33.19,31.72,-1.47,-4.43,1.76,0.53,-1.23,31.92,31.95,0.03,0.09,0.31,0.36,0.05,ETR,45463,2013,1,1
Phillip May,ENTERGY CORP,2017,ETR,37.6,38.99,1.39,3.7,2.01,2.15,0.14,35.84,36.65,0.81,2.26,1.14,1.05,-0.09,35.89,35.76,-0.13,-0.36,0.8,0.47,-0.33,ETR,46915,2013,1,5
Theodore Bunting,ENTERGY CORP,2015,ETR,37.13,36.47,-0.66,-1.78,3.81,3.51,-0.3,41.5,41.0,-0.5,-1.2,1.71,2.62,0.91,43.23,44.1,0.87,2.01,1.34,0.53,-0.81,ETR,36973,2015,1,1
W. McNerney,3M CO,2005,MMM,68.45,65.06,-3.39,-4.95,2.73,3.89,1.16,66.55,70.54,3.99,6.0,1.76,1.25,-0.51,67.38,69.31,1.93,2.86,1.26,1.0,-0.26,MMM,23288,2001,1,5
Robert Morrison,3M CO,2005,MMM,68.45,65.06,-3.39,-4.95,2.73,3.89,1.16,66.55,70.54,3.99,6.0,1.76,1.25,-0.51,67.38,69.31,1.93,2.86,1.26,1.0,-0.26,MMM,12482,2005,1,1
Inge Thulin,3M CO,2019,MMM,172.87,149.16,-23.71,-13.72,11.58,15.02,3.44,163.71,173.36,9.65,5.89,5.3,6.22,0.92,161.15,172.17,11.02,6.84,2.99,3.22,0.23,MMM,32590,2006,2,14
Christopher Galvin,MOTOROLA SOLUTIONS INC,2004,MSI,36.84,63.69,26.85,72.88,7.74,5.16,-2.58,48.67,61.3,12.63,25.95,1.66,3.09,1.43,48.61,58.83,10.22,21.02,1.61,2.94,1.33,MSI,3005,2000,1,5
Edward Zander,MOTOROLA SOLUTIONS INC,2007,MSI,75.46,41.81,-33.65,-44.59,6.17,13.41,7.24,71.55,61.43,-10.12,-14.14,4.34,7.64,3.3,76.48,66.2,-10.28,-13.44,0.99,3.35,2.36,MSI,3309,2004,11,4
Sanjay Jha,MOTOROLA SOLUTIONS INC,2011,MSI,30.5,43.36,12.86,42.16,2.65,2.94,0.29,33.41,39.86,6.45,19.31,1.59,2.08,0.49,34.87,38.39,3.52,10.09,1.56,0.88,-0.68,MSI,25842,2008,1,4
Heather Bresch,VIATRIS INC,2019,VTRS,37.92,22.29,-15.63,-41.22,4.24,4.75,0.51,32.4,29.15,-3.25,-10.03,2.93,1.54,-1.39,29.16,29.16,0.0,0.0,2.17,0.86,-1.31,VTRS,33212,2007,1,13
Hugh McColl,BANK OF AMERICA CORP,2001,BAC,24.34,28.65,4.31,17.71,2.29,2.46,0.17,22.43,25.5,3.07,13.69,2.08,1.03,-1.05,21.5,25.23,3.73,17.35,1.38,1.17,-0.21,BAC,670,2000,1,2
Wayne Murdy,NEWMONT CORP,2007,NEM,43.96,44.5,0.54,1.23,3.34,8.19,4.85,47.69,50.99,3.3,6.92,3.04,2.4,-0.64,51.29,48.82,-2.47,-4.82,1.77,1.12,-0.65,NEM,3786,2000,12,8
Richard OBrien,NEWMONT CORP,2013,NEM,51.28,32.74,-18.54,-36.15,5.66,6.64,0.98,49.2,42.66,-6.54,-13.29,4.46,2.37,-2.09,44.77,44.72,-0.05,-0.11,0.68,1.12,0.44,NEM,14677,2005,1,9
Gary Goldberg,NEWMONT CORP,2019,NEM,36.04,36.44,0.4,1.11,3.5,3.11,-0.39,32.42,33.91,1.49,4.6,1.28,1.16,-0.12,33.79,33.22,-0.57,-1.69,0.72,1.23,0.51,NEM,43913,2012,1,8
Philip Knight,NIKE INC  -CL B,2004,NKE,9.03,10.5,1.47,16.28,0.6,0.46,-0.14,9.57,10.89,1.32,13.79,0.42,0.3,-0.12,9.96,10.62,0.66,6.63,0.15,0.15,0.0,NKE,685,2000,11,5
William Perez,NIKE INC  -CL B,2005,NKE,9.49,10.5,1.01,10.64,0.76,0.45,-0.31,10.55,10.76,0.21,1.99,0.51,0.25,-0.26,11.08,10.96,-0.12,-1.08,0.3,0.17,-0.13,NKE,28545,2004,1,2
Michael Spillane,NIKE INC  -CL B,2016,NKE,58.17,55.0,-3.17,-5.45,5.21,2.87,-2.34,60.39,56.88,-3.51,-5.81,2.13,2.39,0.26,61.57,59.42,-2.15,-3.49,1.66,0.59,-1.07,NKE,51735,2016,4,1
Michael Hilton,NORDSON CORP,2019,NDSN,130.9,145.08,14.18,10.83,7.89,13.07,5.18,121.61,137.15,15.54,12.78,5.46,5.29,-0.17,123.56,135.94,12.38,10.02,4.61,2.47,-2.14,NDSN,40607,2010,2,10
David Goode,NORFOLK SOUTHERN CORP,2006,NSC,36.6,49.14,12.54,34.26,3.89,4.4,0.51,42.02,49.16,7.14,16.99,1.96,3.79,1.83,43.73,45.04,1.31,3.0,0.86,2.99,2.13,NSC,691,2000,1,7
James Squires,NORFOLK SOUTHERN CORP,2022,NSC,266.34,249.42,-16.92,-6.35,14.8,20.66,5.86,279.2,275.38,-3.82,-1.37,11.44,10.41,-1.03,286.84,282.57,-4.27,-1.49,6.21,9.51,3.3,NSC,32705,2007,1,16
Michael Morris,EVERSOURCE ENERGY,2003,ES,17.38,16.53,-0.85,-4.89,1.99,1.99,0.0,14.65,14.24,-0.41,-2.8,0.61,0.56,-0.05,14.58,14.67,0.09,0.62,0.45,0.76,0.31,ES,5366,2000,1,4
Thomas May,EVERSOURCE ENERGY,2016,ES,50.48,55.82,5.34,10.58,3.06,2.08,-0.98,54.56,56.57,2.01,3.68,2.37,1.19,-1.18,56.86,56.41,-0.45,-0.79,1.25,0.83,-0.42,ES,19098,2012,4,5
Robert Skaggs,NISOURCE INC,2015,NI,16.28,19.84,3.56,21.87,0.97,2.35,1.38,17.27,17.47,0.2,1.16,0.62,0.69,0.07,17.82,18.26,0.44,2.47,0.66,0.43,-0.23,NI,13173,2002,6,14
Christopher Helms,NISOURCE INC,2011,NI,7.37,9.25,1.88,25.51,0.47,0.51,0.04,7.89,8.58,0.69,8.75,0.25,0.21,-0.04,7.92,8.45,0.53,6.69,0.29,0.18,-0.11,NI,23389,2005,9,7
Eileen Odum,NISOURCE INC,2008,NI,8.45,6.35,-2.1,-24.85,0.98,1.0,0.02,7.47,7.12,-0.35,-4.69,0.34,0.27,-0.07,7.39,7.32,-0.07,-0.95,0.11,0.19,0.08,NI,28746,2007,1,2
Jimmy Staton,NISOURCE INC,2013,NI,11.4,14.57,3.17,27.81,0.84,1.17,0.33,12.18,13.09,0.91,7.47,0.36,0.54,0.18,12.46,12.48,0.02,0.16,0.14,0.28,0.14,NI,35325,2008,12,6
Glen Kettering,NISOURCE INC,2015,NI,16.28,19.84,3.56,21.87,0.97,2.35,1.38,17.27,17.47,0.2,1.16,0.62,0.69,0.07,17.82,18.26,0.44,2.47,0.66,0.43,-0.23,NI,42585,2011,6,5
Joseph Hamrock,NISOURCE INC,2022,NI,24.61,28.76,4.15,16.86,1.37,1.99,0.62,25.44,29.08,3.64,14.31,0.93,1.22,0.29,26.42,27.95,1.53,5.79,0.91,0.59,-0.32,NI,44225,2012,1,11
Wayne Brunetti,XCEL ENERGY INC,2005,XEL,17.72,18.8,1.08,6.09,0.67,0.48,-0.19,18.13,19.34,1.21,6.67,0.91,0.27,-0.64,19.26,19.35,0.09,0.47,0.29,0.17,-0.12,XEL,202,2000,7,6
Richard Kelly,XCEL ENERGY INC,2011,XEL,22.89,25.41,2.52,11.01,1.16,1.2,0.04,23.84,24.44,0.6,2.52,0.28,0.33,0.05,23.99,24.72,0.73,3.04,0.25,0.32,0.07,XEL,4729,2000,5,12
Patricia Vincent,XCEL ENERGY INC,2006,XEL,18.44,19.95,1.51,8.19,0.8,1.58,0.78,18.51,18.67,0.16,0.86,0.35,0.38,0.03,18.68,19.0,0.32,1.71,0.17,0.3,0.13,XEL,26109,2001,1,6
David Sparby,XCEL ENERGY INC,2014,XEL,30.27,34.58,4.31,14.24,1.46,1.36,-0.1,31.44,35.24,3.8,12.09,0.88,1.5,0.62,32.03,33.59,1.56,4.87,0.97,0.33,-0.64,XEL,35338,2008,11,7
Frederick Waddell,NORTHERN TRUST CORP,2018,NTRS,103.51,91.68,-11.83,-11.43,5.19,4.74,-0.45,103.65,90.08,-13.57,-13.09,6.26,6.03,-0.23,97.41,97.07,-0.34,-0.35,6.38,1.45,-4.93,NTRS,27589,2002,11,17
Kent Kresa,NORTHROP GRUMMAN CORP,2003,NOC,50.26,40.46,-9.8,-19.5,4.73,1.86,-2.87,45.69,40.67,-5.02,-10.99,4.07,2.46,-1.61,43.22,43.05,-0.17,-0.39,0.94,1.71,0.77,NOC,695,2000,1,4
Wesley Bush,NORTHROP GRUMMAN CORP,2018,NOC,314.98,295.77,-19.21,-6.1,22.68,32.12,9.44,309.58,292.74,-16.84,-5.44,13.67,20.49,6.82,296.19,307.73,11.54,3.9,3.03,7.03,4.0,NOC,29729,2003,9,16
John Stumpf,WELLS FARGO & CO,2016,WFC,49.98,53.42,3.44,6.88,2.93,3.51,0.58,47.85,50.28,2.43,5.08,1.5,4.68,3.18,46.99,45.26,-1.73,-3.68,2.11,0.7,-1.41,WFC,24449,2000,10,17
Timothy Sloan,WELLS FARGO & CO,2019,WFC,53.27,48.78,-4.49,-8.43,3.51,2.92,-0.59,48.43,47.99,-0.44,-0.91,1.82,1.65,-0.17,49.08,49.69,0.61,1.24,0.68,0.95,0.27,WFC,42593,2011,3,9
Petros Pelos,WELLS FARGO & CO,2019,WFC,55.28,48.86,-6.42,-11.61,4.18,2.72,-1.46,51.22,49.18,-2.04,-3.98,2.97,1.03,-1.94,47.46,48.73,1.27,2.68,2.66,1.15,-1.51,WFC,54100,2017,1,3
Mary Mack,WELLS FARGO & CO,2022,WFC,43.99,46.12,2.13,4.84,5.65,5.08,-0.57,49.23,53.44,4.21,8.55,1.53,3.2,1.67,48.62,54.54,5.92,12.18,0.93,1.68,0.75,WFC,55900,2018,1,5
John Ferriola,NUCOR CORP,2019,NUE,57.11,46.37,-10.74,-18.81,4.39,7.15,2.76,52.44,52.86,0.42,0.8,2.89,2.25,-0.64,49.54,51.58,2.04,4.12,1.83,1.6,-0.23,NUE,26034,2001,9,19
Keith Grass,NUCOR CORP,2014,NUE,50.41,49.33,-1.08,-2.14,1.94,3.66,1.72,50.88,53.11,2.23,4.38,0.98,2.42,1.44,50.27,52.54,2.27,4.52,0.69,1.65,0.96,NUE,35195,2008,8,7
James Frias,NUCOR CORP,2022,NUE,96.77,133.54,36.77,38.0,18.53,16.13,-2.4,110.7,140.04,29.34,26.5,6.46,17.47,11.01,106.48,119.89,13.41,12.59,9.19,6.21,-2.98,NUE,40875,2010,2,13
Stephen Chazen,OCCIDENTAL PETROLEUM CORP,2016,OXY,73.16,72.4,-0.76,-1.04,5.25,3.4,-1.85,69.14,70.13,0.99,1.43,5.21,3.05,-2.16,63.46,68.13,4.67,7.36,2.69,2.07,-0.62,OXY,14382,2000,2,17
H. Burg,FIRSTENERGY CORP,2003,FE,32.88,33.06,0.18,0.55,2.57,2.54,-0.03,31.15,30.87,-0.28,-0.9,1.7,1.56,-0.14,32.15,32.45,0.3,0.93,0.96,1.24,0.28,FE,1526,2000,1,4
Charles Jones,FIRSTENERGY CORP,2020,FE,41.7,34.45,-7.25,-17.39,7.52,3.58,-3.94,31.37,29.99,-1.38,-4.4,4.86,1.64,-3.22,28.94,31.54,2.6,8.98,0.57,1.13,0.56,FE,41238,2010,10,11
Steven Strah,FIRSTENERGY CORP,2022,FE,40.52,39.33,-1.19,-2.94,2.92,1.81,-1.11,39.13,38.6,-0.53,-1.35,1.73,1.72,-0.01,40.09,40.19,0.1,0.25,0.91,1.49,0.58,FE,50488,2016,9,7
John Gibson,ONEOK INC,2014,OKE,43.82,61.02,17.2,39.25,4.65,5.55,0.9,50.12,58.52,8.4,16.76,1.96,1.74,-0.22,52.08,56.98,4.9,9.41,0.94,2.03,1.09,OKE,23533,2000,1,15
William Cordes,ONEOK INC,2005,OKE,10.32,13.31,2.99,28.97,1.08,1.05,-0.03,11.98,12.7,0.72,6.01,0.39,0.56,0.17,12.29,12.06,-0.23,-1.87,0.22,0.14,-0.08,OKE,29607,2004,1,2
Terry Spencer,ONEOK INC,2021,OKE,36.78,59.73,22.95,62.4,8.53,5.91,-2.62,48.49,54.29,5.8,11.96,3.22,1.51,-1.71,51.35,53.31,1.96,3.82,0.66,0.69,0.03,OKE,38486,2007,5,15
Joseph Guyaux,PNC FINANCIAL SVCS GROUP INC,2015,PNC,91.4,87.48,-3.92,-4.29,4.87,4.35,-0.52,94.06,92.92,-1.14,-1.21,4.43,2.94,-1.49,89.19,89.42,0.23,0.26,1.49,1.78,0.29,PNC,16451,2000,10,16
Raymond LeBoeuf,PPG INDUSTRIES INC,2005,PPG,32.62,30.91,-1.71,-5.24,2.2,1.56,-0.64,33.34,31.56,-1.78,-5.34,1.02,1.02,0.0,32.53,32.16,-0.37,-1.14,0.57,0.56,-0.01,PPG,1673,2000,7,6
Ronald Armstrong,PACCAR INC,2019,PCAR,42.69,47.64,4.95,11.6,2.75,4.03,1.28,43.51,46.49,2.98,6.85,2.43,0.98,-1.45,45.22,46.8,1.58,3.49,0.32,0.79,0.47,PCAR,37023,2009,4,11
Gordon Smith,PG&E CORP,2005,PCG,29.24,36.17,6.93,23.7,2.06,1.45,-0.61,32.36,34.64,2.28,7.05,1.09,1.13,0.04,32.69,33.48,0.79,2.42,0.66,0.98,0.32,PCG,10428,2000,1,6
Thomas Boren,PG&E CORP,2002,PCG,14.34,16.72,2.38,16.6,3.32,4.97,1.65,18.58,21.04,2.46,13.24,0.95,1.22,0.27,19.29,19.92,0.63,3.27,0.37,0.74,0.37,PCG,10725,2000,1,3
Thomas King,PG&E CORP,2007,PCG,40.87,46.92,6.05,14.8,2.75,2.15,-0.6,44.69,47.0,2.31,5.17,1.98,1.04,-0.94,47.07,46.32,-0.75,-1.59,0.57,0.44,-0.13,PCG,18553,2000,1,8
Peter Darbee,PG&E CORP,2011,PCG,45.21,42.01,-3.2,-7.08,2.16,1.87,-0.29,45.81,43.88,-1.93,-4.21,1.36,1.69,0.33,44.55,44.94,0.39,0.88,1.35,0.77,-0.58,PCG,20327,2000,4,12
William Morrow,PG&E CORP,2008,PCG,46.92,38.78,-8.14,-17.35,2.15,2.4,0.25,46.25,39.97,-6.28,-13.58,1.55,2.44,0.89,45.62,42.64,-2.98,-6.53,1.34,1.47,0.13,PCG,32652,2007,1,2
Geisha Williams,PG&E CORP,2019,PCG,41.52,14.97,-26.55,-63.95,6.8,5.3,-1.5,35.78,16.25,-19.53,-54.58,11.36,4.14,-7.22,24.85,13.86,-10.99,-44.23,1.47,5.79,4.32,PCG,49082,2015,1,5
Stephen Baum,SEMPRA ENERGY,2005,SRE,16.98,20.77,3.79,22.32,1.14,1.37,0.23,17.98,19.38,1.4,7.79,0.66,0.93,0.27,18.22,18.19,-0.03,-0.16,0.28,0.22,-0.06,SRE,5786,2000,1,6
Debra Reed-Klages,SEMPRA ENERGY,2018,SRE,56.37,55.89,-0.48,-0.85,2.55,2.19,-0.36,57.97,53.95,-4.02,-6.93,1.96,1.19,-0.77,56.78,53.29,-3.49,-6.15,2.28,0.53,-1.75,SRE,10727,2008,1,11
Duane Collins,PARKER-HANNIFIN CORP,2001,PH,26.36,28.61,2.25,8.54,3.0,2.35,-0.65,25.39,28.69,3.3,13.0,2.36,1.01,-1.35,27.77,29.26,1.49,5.37,1.51,0.53,-0.98,PH,3537,2000,1,2
Donald Washkewicz,PARKER-HANNIFIN CORP,2016,PH,112.85,116.3,3.45,3.06,9.19,13.47,4.28,101.31,100.65,-0.66,-0.65,3.34,7.92,4.58,98.21,91.44,-6.77,-6.89,2.69,3.18,0.49,PH,23195,2000,1,17
Martin Mucci,PAYCHEX INC,2022,PAYX,121.67,116.25,-5.42,-4.45,7.36,7.4,0.04,120.08,121.79,1.71,1.42,4.54,9.11,4.57,118.9,132.01,13.11,11.03,4.63,5.03,0.4,PAYX,27162,2001,8,22
William Hecht,PPL CORP,2006,PPL,27.07,30.07,3.0,11.08,1.81,2.11,0.3,27.9,28.42,0.52,1.86,0.81,0.59,-0.22,27.54,28.11,0.57,2.07,0.35,0.41,0.06,PPL,741,2000,1,7
